loan_purpose,loan_amount,debt_to_income_ratio,property_value,income,occupancy_type,derived_race,derived_sex,applicant_age,loan_to_value_ratio,action_taken
1,305000.0,48,505000.0,110.0,1,Hispanic or Latino,Joint,45-54,60.0,Loan originated
1,365000.0,48,525000.0,148.0,1,Hispanic or Latino,Female,35-44,70.0,Application denied
1,155000.0,30%-<36%,195000.0,110.0,1,Hispanic or Latino,Joint,35-44,80.0,Loan originated
1,135000.0,47,235000.0,61.0,1,Hispanic or Latino,Female,25-34,56.522,Loan originated
1,735000.0,30%-<36%,775000.0,286.0,1,Asian,Joint,25-34,95.0,Loan originated
1,295000.0,44,315000.0,81.0,1,Hispanic or Latino,Male,25-34,95.0,Loan originated
1,465000.0,49,755000.0,181.0,1,White,Joint,25-34,61.333,Loan originated
1,575000.0,48,615000.0,230.0,1,Hispanic or Latino,Male,25-34,95.0,Loan originated
1,515000.0,49,575000.0,105.0,1,Hispanic or Latino,Joint,25-34,90.0,Loan originated
1,435000.0,38,455000.0,140.0,1,White,Male,35-44,97.0,Loan originated
1,1065000.0,37,1195000.0,310.0,1,White,Joint,35-44,89.9,Loan originated
1,305000.0,<20%,495000.0,223.0,1,Hispanic or Latino,Joint,25-34,60.606,Loan originated
1,415000.0,49,485000.0,83.0,1,Asian,Male,25-34,85.0,Loan originated
1,625000.0,48,785000.0,177.0,1,White,Joint,65-74,80.0,Loan originated
1,255000.0,30%-<36%,315000.0,176.0,1,White,Joint,25-34,80.0,Loan originated
1,415000.0,38,535000.0,184.0,1,White,Joint,35-44,77.57,Loan originated
1,685000.0,30%-<36%,855000.0,277.0,1,Asian,Male,35-44,80.0,Loan originated
1,325000.0,47,465000.0,68.0,1,Asian,Female,45-54,68.376,Loan originated
1,725000.0,49,765000.0,283.0,1,White,Male,45-54,95.0,Loan originated
1,505000.0,42,635000.0,146.0,1,Asian,Male,35-44,80.0,Loan originated
1,255000.0,50%-60%,345000.0,49.0,1,Hispanic or Latino,Male,<25,73.529,Loan originated
1,385000.0,48,415000.0,203.0,1,Black or African American,Female,45-54,95.0,Loan originated
1,535000.0,45,565000.0,111.0,1,Asian,Female,35-44,95.0,Loan originated
1,345000.0,39,385000.0,108.0,1,Asian,Male,25-34,89.9,Loan originated
1,255000.0,30%-<36%,565000.0,100.0,1,White,Joint,35-44,45.727,Loan originated
1,335000.0,20%-<30%,425000.0,128.0,1,White,Male,45-54,79.445,Loan originated
1,465000.0,20%-<30%,585000.0,221.0,1,White,Joint,35-44,80.0,Loan originated
1,765000.0,36,805000.0,304.0,1,White,Joint,35-44,95.0,Loan originated
1,465000.0,39,895000.0,203.0,1,White,Joint,65-74,52.135,Loan originated
1,245000.0,20%-<30%,345000.0,83.0,1,White,Male,65-74,70.0,Loan originated
1,715000.0,30%-<36%,755000.0,236.0,1,Other,Joint,35-44,95.0,Loan originated
1,275000.0,40,595000.0,87.0,1,Asian,Joint,55-64,45.763,Loan originated
1,385000.0,47,455000.0,72.0,1,Hispanic or Latino,Male,25-34,85.0,Loan originated
1,245000.0,30%-<36%,305000.0,162.0,1,Asian,Female,45-54,80.0,Loan originated
1,765000.0,45,1025000.0,219.0,1,Asian,Joint,25-34,74.991,Loan originated
1,655000.0,47,725000.0,265.0,1,Asian,Joint,25-34,89.99,Loan originated
1,395000.0,<20%,495000.0,231.0,1,White,Male,25-34,80.0,Loan originated
1,725000.0,48,975000.0,218.0,1,Asian,Joint,55-64,75.0,Loan originated
1,365000.0,20%-<30%,555000.0,129.0,1,White,Joint,25-34,65.455,Loan originated
1,145000.0,47,255000.0,36.0,1,White,Female,65-74,54.902,Loan originated
1,735000.0,49,975000.0,153.0,1,Asian,Female,25-34,75.0,Loan originated
1,395000.0,45,425000.0,100.0,1,White,Male,25-34,95.0,Loan originated
1,445000.0,37,685000.0,105.0,1,Asian,Female,45-54,64.963,Loan originated
1,405000.0,49,455000.0,85.0,1,Asian,Joint,45-54,89.999,Loan originated
1,605000.0,46,765000.0,172.0,1,Asian,Joint,25-34,80.0,Loan originated
1,155000.0,30%-<36%,455000.0,65.0,1,White,Female,65-74,33.921,Loan originated
1,315000.0,38,395000.0,83.0,1,Hispanic or Latino,Joint,65-74,80.0,Loan originated
1,145000.0,20%-<30%,345000.0,100.0,1,Hispanic or Latino,Female,25-34,42.029,Loan originated
1,245000.0,40,335000.0,65.0,1,Asian,Female,35-44,72.727,Loan originated
1,285000.0,42,315000.0,325.0,1,Hispanic or Latino,Female,45-54,90.0,Loan originated
1,465000.0,36,495000.0,148.0,1,Hispanic or Latino,Joint,55-64,93.6,Loan originated
1,215000.0,44,225000.0,94.0,1,Hispanic or Latino,Joint,35-44,95.0,Loan originated
1,125000.0,40,425000.0,43.0,1,Hispanic or Latino,Female,25-34,29.412,Loan originated
1,425000.0,20%-<30%,535000.0,160.0,1,Asian,Joint,45-54,80.0,Loan originated
1,555000.0,39,655000.0,152.0,1,Black or African American,Joint,25-34,85.0,Loan originated
1,175000.0,46,195000.0,49.0,1,Other,Female,55-64,90.0,Loan originated
1,715000.0,49,1355000.0,179.0,1,White,Joint,>74,52.618,Loan originated
1,665000.0,30%-<36%,915000.0,177.0,1,Asian,Male,25-34,72.704,Loan originated
1,645000.0,45,855000.0,157.0,1,Asian,Female,25-34,75.0,Loan originated
1,605000.0,47,645000.0,132.0,1,Hispanic or Latino,Male,45-54,95.0,Loan originated
1,585000.0,37,725000.0,310.0,1,White,Joint,25-34,80.0,Loan originated
1,395000.0,43,695000.0,107.0,1,Asian,Male,45-54,57.0,Loan originated
1,665000.0,30%-<36%,835000.0,224.0,1,White,Joint,45-54,80.0,Loan originated
1,255000.0,43,335000.0,128.0,1,Hispanic or Latino,Female,25-34,74.702,Loan originated
1,505000.0,49,725000.0,110.0,1,Asian,Male,35-44,70.0,Loan originated
1,505000.0,46,625000.0,118.0,1,Asian,Joint,65-74,80.0,Loan originated
1,495000.0,30%-<36%,555000.0,250.0,1,White,Joint,25-34,90.0,Loan originated
1,545000.0,30%-<36%,865000.0,276.0,1,White,Male,35-44,62.601,Loan originated
1,345000.0,45,365000.0,104.0,1,Asian,Male,45-54,95.0,Loan originated
1,305000.0,20%-<30%,375000.0,279.0,1,White,Male,25-34,80.0,Loan originated
1,435000.0,48,605000.0,98.0,1,Hispanic or Latino,Joint,35-44,72.5,Loan originated
1,465000.0,44,495000.0,181.0,1,White,Joint,35-44,95.0,Loan originated
1,765000.0,20%-<30%,865000.0,319.0,1,Black or African American,Female,35-44,88.651,Loan originated
1,485000.0,46,495000.0,109.0,1,White,Male,35-44,97.0,Loan originated
1,205000.0,20%-<30%,245000.0,91.0,1,Black or African American,Female,65-74,83.333,Loan originated
1,335000.0,45,435000.0,75.0,1,White,Joint,35-44,78.074,Loan originated
1,185000.0,41,365000.0,75.0,1,White,Male,55-64,50.549,Loan originated
1,255000.0,49,345000.0,55.0,1,White,Male,25-34,72.126,Loan originated
1,255000.0,48,305000.0,71.0,1,Hispanic or Latino,Joint,35-44,85.0,Loan originated
1,355000.0,49,445000.0,88.0,1,Hispanic or Latino,Male,25-34,80.0,Loan originated
1,415000.0,43,445000.0,96.0,1,Hispanic or Latino,Male,45-54,95.0,Loan originated
1,385000.0,45,695000.0,107.0,1,White,Male,25-34,55.832,Loan originated
1,345000.0,30%-<36%,435000.0,106.0,1,White,Male,25-34,80.0,Loan originated
1,675000.0,48,1255000.0,228.0,1,White,Female,45-54,54.0,Loan originated
1,575000.0,49,725000.0,195.0,1,Asian,Female,<25,80.0,Loan originated
1,215000.0,20%-<30%,325000.0,145.0,1,Hispanic or Latino,Joint,35-44,65.625,Loan originated
1,425000.0,37,455000.0,129.0,1,Asian,Male,45-54,95.0,Loan originated
1,195000.0,45,215000.0,60.0,1,Hispanic or Latino,Female,25-34,95.0,Loan originated
1,345000.0,37,755000.0,170.0,1,Asian,Female,35-44,46.024,Loan originated
1,475000.0,42,495000.0,110.0,1,Asian,Female,35-44,94.952,Loan originated
1,125000.0,42,435000.0,51.0,1,White,Female,65-74,29.07,Loan originated
1,555000.0,36,625000.0,236.0,1,Asian,Joint,25-34,90.0,Loan originated
1,355000.0,30%-<36%,535000.0,179.0,1,White,Joint,35-44,66.355,Loan originated
1,165000.0,36,265000.0,96.0,1,White,Female,65-74,62.264,Loan originated
1,415000.0,43,425000.0,131.0,1,White,Joint,25-34,97.0,Loan originated
1,545000.0,42,555000.0,195.0,1,Asian,Joint,25-34,97.0,Loan originated
1,445000.0,20%-<30%,555000.0,340.0,1,White,Joint,55-64,80.0,Loan originated
1,585000.0,30%-<36%,735000.0,281.0,1,White,Joint,55-64,80.0,Loan originated
1,635000.0,49,705000.0,139.0,1,Asian,Male,<25,90.0,Loan originated
1,515000.0,41,535000.0,158.0,1,White,Joint,25-34,97.0,Loan originated
1,355000.0,48,475000.0,72.0,1,Asian,Female,35-44,75.0,Loan originated
1,255000.0,48,555000.0,72.0,1,White,Male,35-44,45.455,Loan originated
1,325000.0,46,365000.0,68.0,1,White,Male,25-34,90.0,Loan originated
1,385000.0,20%-<30%,425000.0,189.0,1,White,Joint,35-44,90.0,Loan originated
1,555000.0,46,585000.0,145.0,1,Asian,Joint,25-34,95.0,Loan originated
1,325000.0,<20%,1025000.0,240.0,1,Asian,Male,35-44,31.581,Loan originated
1,205000.0,<20%,355000.0,258.0,1,White,Joint,35-44,57.143,Loan originated
1,395000.0,41,445000.0,143.0,1,White,Male,45-54,90.0,Loan originated
1,525000.0,38,655000.0,134.0,1,Asian,Joint,25-34,80.0,Loan originated
1,295000.0,42,375000.0,82.0,1,Asian,Female,35-44,80.0,Loan originated
1,375000.0,50%-60%,505000.0,81.0,1,Hispanic or Latino,Joint,55-64,74.242,Loan originated
1,445000.0,49,555000.0,128.0,1,Asian,Female,<25,80.0,Loan originated
1,355000.0,36,555000.0,103.0,1,Asian,Male,35-44,64.279,Loan originated
1,655000.0,20%-<30%,955000.0,377.0,1,White,Joint,55-64,68.421,Loan originated
1,475000.0,<20%,1055000.0,416.0,1,Asian,Male,35-44,54.958,Loan originated
1,505000.0,<20%,1115000.0,311.0,1,White,Joint,45-54,44.919,Loan originated
1,605000.0,30%-<36%,1065000.0,205.0,1,White,Joint,55-64,56.319,Loan originated
1,275000.0,49,525000.0,104.0,1,Hispanic or Latino,Joint,55-64,52.381,Loan originated
1,395000.0,36,495000.0,110.0,1,White,Female,45-54,80.0,Loan originated
1,675000.0,20%-<30%,985000.0,231.0,1,White,Joint,45-54,68.878,Loan originated
1,255000.0,38,485000.0,76.0,1,White,Female,65-74,52.268,Loan originated
1,255000.0,20%-<30%,495000.0,103.0,1,White,Female,45-54,51.02,Loan originated
1,735000.0,30%-<36%,1215000.0,239.0,1,White,Joint,35-44,60.0,Loan originated
1,405000.0,43,855000.0,95.0,1,Hispanic or Latino,Joint,45-54,47.727,Loan originated
1,585000.0,20%-<30%,1085000.0,229.0,1,Asian,Male,45-54,53.915,Loan originated
1,455000.0,44,475000.0,122.0,1,Hispanic or Latino,Female,45-54,95.0,Loan originated
1,475000.0,30%-<36%,495000.0,136.0,1,Asian,Joint,25-34,95.0,Loan originated
1,105000.0,30%-<36%,605000.0,65.0,1,White,Joint,>74,18.0,Loan originated
1,515000.0,38,545000.0,230.0,1,Black or African American,Male,55-64,95.0,Loan originated
1,355000.0,36,445000.0,109.0,1,White,Male,55-64,80.0,Loan originated
1,935000.0,37,1635000.0,286.0,1,Asian,Male,35-44,57.02,Loan originated
1,615000.0,38,1365000.0,209.0,1,White,Joint,65-74,44.85,Loan originated
1,575000.0,20%-<30%,605000.0,207.0,1,White,Joint,35-44,95.0,Loan originated
1,505000.0,20%-<30%,635000.0,1152.0,1,White,Male,45-54,80.0,Loan originated
1,705000.0,45,745000.0,328.0,1,Asian,Female,35-44,95.0,Loan originated
1,605000.0,41,1105000.0,255.0,1,White,Joint,65-74,54.546,Loan originated
1,735000.0,43,815000.0,357.0,1,Hispanic or Latino,Joint,35-44,89.571,Loan originated
1,205000.0,20%-<30%,265000.0,95.0,1,Hispanic or Latino,Female,35-44,80.0,Loan originated
1,135000.0,40,305000.0,70.0,1,White,Male,55-64,44.626,Loan originated
1,535000.0,45,565000.0,190.0,1,White,Female,35-44,95.0,Loan originated
1,345000.0,40,405000.0,150.0,1,Hispanic or Latino,Joint,35-44,85.0,Loan originated
1,385000.0,45,425000.0,79.0,1,White,Male,<25,92.5,Loan originated
1,565000.0,20%-<30%,755000.0,513.0,1,Black or African American,Female,>74,75.0,Loan originated
1,515000.0,45,545000.0,137.0,1,Hispanic or Latino,Joint,25-34,95.0,Loan originated
1,295000.0,49,415000.0,71.0,1,Asian,Male,45-54,69.545,Loan originated
1,505000.0,30%-<36%,535000.0,198.0,1,Hispanic or Latino,Male,25-34,95.0,Loan originated
1,485000.0,37,615000.0,711.0,1,Hispanic or Latino,Male,45-54,80.0,Loan originated
1,225000.0,44,245000.0,65.0,1,Hispanic or Latino,Male,35-44,95.0,Loan originated
1,405000.0,49,515000.0,102.0,1,Asian,Male,55-64,80.0,Loan originated
1,515000.0,48,645000.0,103.0,1,White,Male,35-44,80.0,Loan originated
1,255000.0,20%-<30%,595000.0,241.0,1,Hispanic or Latino,Joint,35-44,41.668,Loan originated
1,375000.0,20%-<30%,1065000.0,226.0,1,White,Male,55-64,35.245,Loan originated
1,565000.0,42,635000.0,141.0,1,Hispanic or Latino,Joint,35-44,90.0,Loan originated
1,585000.0,49,625000.0,150.0,1,White,Joint,35-44,95.0,Loan originated
1,515000.0,41,545000.0,122.0,1,Hispanic or Latino,Male,35-44,95.0,Loan originated
1,385000.0,49,405000.0,92.0,1,White,Female,45-54,99.0,Loan originated
1,385000.0,36,455000.0,132.0,1,Hispanic or Latino,Joint,35-44,85.0,Loan originated
1,815000.0,43,905000.0,261.0,1,Asian,Male,35-44,90.0,Loan originated
1,295000.0,36,365000.0,140.0,1,White,Joint,>74,80.0,Loan originated
1,515000.0,37,965000.0,194.0,1,Hispanic or Latino,Joint,35-44,53.125,Loan originated
1,285000.0,40,385000.0,90.0,1,White,Joint,>74,73.754,Loan originated
1,205000.0,30%-<36%,255000.0,233.0,1,White,Joint,55-64,80.0,Loan originated
1,725000.0,49,825000.0,147.0,1,White,Male,45-54,89.0,Loan originated
1,495000.0,49,515000.0,244.0,1,Black or African American,Female,55-64,95.0,Loan originated
1,185000.0,44,365000.0,64.0,1,White,Male,65-74,50.0,Loan originated
1,615000.0,48,825000.0,133.0,1,White,Joint,45-54,75.0,Loan originated
1,605000.0,45,765000.0,145.0,1,Hispanic or Latino,Female,25-34,80.0,Loan originated
1,1005000.0,47,1285000.0,315.0,1,Hispanic or Latino,Female,45-54,77.822,Loan originated
1,855000.0,49,905000.0,412.0,1,Asian,Joint,25-34,95.0,Loan originated
1,525000.0,44,555000.0,119.0,1,Hispanic or Latino,Male,35-44,95.0,Loan originated
1,185000.0,37,275000.0,73.0,1,Hispanic or Latino,Male,35-44,66.667,Loan originated
1,725000.0,42,915000.0,186.0,1,White,Joint,65-74,80.0,Loan originated
1,475000.0,46,675000.0,216.0,1,Hispanic or Latino,Male,35-44,70.0,Loan originated
1,355000.0,42,475000.0,83.0,1,Asian,Joint,<25,75.0,Loan originated
1,845000.0,<20%,1205000.0,1501.0,1,Asian,Female,65-74,70.0,Loan originated
1,1025000.0,30%-<36%,1205000.0,770.0,1,Hispanic or Latino,Male,55-64,85.0,Loan originated
1,335000.0,49,465000.0,75.0,1,Asian,Male,25-34,72.001,Loan originated
1,665000.0,>60%,765000.0,257.0,1,Black or African American,Joint,25-34,90.0,Application denied
1,745000.0,37,1075000.0,277.0,1,Asian,Male,35-44,70.0,Loan originated
1,765000.0,42,1265000.0,178.0,1,White,Male,25-34,60.318,Loan originated
1,525000.0,30%-<36%,925000.0,516.0,1,White,Joint,35-44,56.757,Loan originated
1,215000.0,47,395000.0,46.0,1,Black or African American,Female,65-74,54.431,Loan originated
1,245000.0,20%-<30%,265000.0,132.0,1,White,Female,35-44,95.0,Loan originated
1,725000.0,20%-<30%,845000.0,418.0,1,Hispanic or Latino,Male,45-54,85.0,Application denied
1,485000.0,49,605000.0,159.0,1,Hispanic or Latino,Male,35-44,80.0,Loan originated
1,535000.0,45,695000.0,255.0,1,Hispanic or Latino,Joint,45-54,77.001,Loan originated
1,825000.0,30%-<36%,925000.0,341.0,1,Black or African American,Male,35-44,90.0,Loan originated
1,345000.0,38,365000.0,209.0,1,White,Joint,25-34,95.0,Loan originated
1,905000.0,38,1005000.0,455.0,1,Hispanic or Latino,Female,35-44,90.0,Loan originated
1,405000.0,43,425000.0,106.0,1,Hispanic or Latino,Male,45-54,95.0,Loan originated
1,325000.0,40,415000.0,135.0,1,Hispanic or Latino,Male,35-44,80.0,Loan originated
1,365000.0,20%-<30%,455000.0,258.0,1,Hispanic or Latino,Joint,35-44,80.0,Loan originated
1,335000.0,30%-<36%,425000.0,142.0,1,White,Female,25-34,80.0,Loan originated
1,295000.0,48,425000.0,69.0,1,Asian,Male,35-44,69.265,Loan originated
1,245000.0,39,305000.0,117.0,1,Hispanic or Latino,Joint,25-34,80.0,Loan originated
1,435000.0,30%-<36%,545000.0,216.0,1,Hispanic or Latino,Female,35-44,80.0,Loan originated
1,435000.0,44,515000.0,189.0,1,White,Male,35-44,85.0,Loan originated
1,535000.0,46,665000.0,263.0,1,Asian,Female,35-44,80.0,Loan originated
1,375000.0,39,465000.0,216.0,1,White,Female,35-44,80.0,Loan originated
1,505000.0,30%-<36%,555000.0,188.0,1,Asian,Joint,35-44,90.0,Loan originated
1,315000.0,40,395000.0,269.0,1,White,Joint,45-54,80.0,Loan originated
1,465000.0,38,665000.0,290.0,1,Asian,Female,35-44,70.0,Loan originated
1,435000.0,30%-<36%,545000.0,224.0,1,Hispanic or Latino,Female,35-44,80.0,Loan originated
1,925000.0,42,1155000.0,266.0,1,Hispanic or Latino,Female,35-44,80.0,Application denied
1,165000.0,46,385000.0,61.0,1,Hispanic or Latino,Male,55-64,43.194,Loan originated
1,185000.0,30%-<36%,475000.0,72.0,1,Hispanic or Latino,Male,35-44,38.948,Loan originated
1,475000.0,43,535000.0,407.0,1,Hispanic or Latino,Male,35-44,90.0,Loan originated
1,365000.0,44,495000.0,94.0,1,White,Joint,55-64,73.578,Loan originated
1,715000.0,50%-60%,795000.0,162.0,1,Hispanic or Latino,Male,25-34,90.0,Application denied
1,715000.0,46,755000.0,187.0,1,Hispanic or Latino,Male,25-34,95.0,Loan originated
1,255000.0,49,365000.0,115.0,1,White,Female,65-74,70.0,Loan originated
1,495000.0,46,555000.0,148.0,1,Black or African American,Female,45-54,90.0,Loan originated
1,435000.0,38,575000.0,171.0,1,Black or African American,Joint,25-34,75.0,Loan originated
1,485000.0,38,605000.0,161.0,1,Hispanic or Latino,Male,25-34,80.0,Loan originated
1,695000.0,30%-<36%,905000.0,269.0,1,Hispanic or Latino,Male,25-34,77.0,Loan originated
1,425000.0,<20%,535000.0,257.0,1,Asian,Male,45-54,80.0,Loan originated
1,635000.0,30%-<36%,715000.0,265.0,1,Asian,Joint,55-64,90.0,Loan originated
1,285000.0,45,315000.0,138.0,1,Hispanic or Latino,Joint,45-54,90.0,Loan originated
1,715000.0,39,755000.0,169.0,1,Asian,Male,35-44,94.667,Loan originated
1,1135000.0,48,1415000.0,263.0,1,Asian,Female,25-34,80.0,Loan originated
1,565000.0,40,595000.0,183.0,1,Hispanic or Latino,Male,25-34,95.0,Loan originated
1,485000.0,30%-<36%,645000.0,243.0,1,Hispanic or Latino,Male,35-44,75.0,Application denied
1,595000.0,<20%,665000.0,616.0,1,Hispanic or Latino,Male,35-44,90.0,Loan originated
1,1055000.0,47,1175000.0,340.0,1,Black or African American,Male,35-44,90.0,Loan originated
1,135000.0,<20%,435000.0,205.0,1,Hispanic or Latino,Joint,55-64,30.876,Loan originated
1,765000.0,<20%,1295000.0,864.0,1,Black or African American,Male,45-54,59.194,Loan originated
1,665000.0,30%-<36%,835000.0,238.0,1,Asian,Joint,25-34,97.965,Loan originated
1,745000.0,39,825000.0,226.0,1,Hispanic or Latino,Joint,55-64,90.0,Loan originated
1,135000.0,<20%,445000.0,215.0,1,Hispanic or Latino,Joint,55-64,30.958,Loan originated
1,325000.0,46,335000.0,66.0,1,White,Female,<25,100.0,Loan originated
1,855000.0,47,905000.0,201.0,1,Hispanic or Latino,Joint,35-44,95.0,Loan originated
1,365000.0,40,525000.0,81.0,1,White,Female,55-64,68.762,Loan originated
1,1095000.0,20%-<30%,1375000.0,362.0,1,Asian,Joint,35-44,80.0,Loan originated
1,205000.0,49,225000.0,264.0,1,White,Female,35-44,91.229,Loan originated
1,395000.0,44,495000.0,145.0,1,Hispanic or Latino,Male,25-34,80.0,Loan originated
1,175000.0,20%-<30%,225000.0,60.0,1,Black or African American,Male,55-64,80.0,Loan originated
1,695000.0,<20%,935000.0,774.0,1,Hispanic or Latino,Male,55-64,75.0,Loan originated
1,225000.0,46,235000.0,110.0,1,Hispanic or Latino,Joint,35-44,95.0,Loan originated
1,505000.0,48,555000.0,102.0,1,Black or African American,Male,35-44,91.091,Loan originated
1,505000.0,50%-60%,2245000.0,160.0,1,White,Joint,45-54,22.285,Loan originated
1,555000.0,46,695000.0,140.0,1,Hispanic or Latino,Male,25-34,80.0,Loan originated
1,665000.0,50%-60%,965000.0,127.0,1,Asian,Male,35-44,68.394,Loan originated
1,895000.0,40,995000.0,231.0,1,White,Joint,35-44,90.0,Loan originated
1,135000.0,42,155000.0,34.0,1,White,Joint,35-44,90.0,Loan originated
1,475000.0,<20%,595000.0,306.0,1,Asian,Male,35-44,80.0,Loan originated
1,685000.0,42,705000.0,224.0,1,Black or African American,Joint,35-44,97.0,Loan originated
1,325000.0,49,405000.0,55.0,1,White,Female,25-34,80.0,Loan originated
1,255000.0,42,675000.0,69.0,1,Hispanic or Latino,Female,65-74,37.612,Loan originated
1,705000.0,48,875000.0,156.0,1,White,Female,35-44,80.0,Loan originated
1,455000.0,<20%,1455000.0,578.0,1,Hispanic or Latino,Male,55-64,31.035,Loan originated
1,395000.0,41,435000.0,104.0,1,White,Female,25-34,90.0,Loan originated
1,535000.0,37,675000.0,173.0,1,White,Male,>74,80.0,Loan originated
1,245000.0,30%-<36%,255000.0,82.0,1,Hispanic or Latino,Male,25-34,95.0,Loan originated
1,205000.0,39,305000.0,54.0,1,Hispanic or Latino,Female,25-34,66.667,Loan originated
1,395000.0,41,495000.0,100.0,1,Hispanic or Latino,Male,35-44,80.0,Loan originated
1,305000.0,47,325000.0,89.0,1,Hispanic or Latino,Joint,45-54,95.0,Loan originated
1,415000.0,30%-<36%,515000.0,141.0,1,Hispanic or Latino,Male,25-34,80.0,Loan originated
1,415000.0,43,445000.0,125.0,1,White,Joint,25-34,91.992,Loan originated
1,475000.0,45,1275000.0,204.0,1,White,Male,45-54,37.255,Loan originated
1,765000.0,20%-<30%,895000.0,310.0,1,White,Female,35-44,85.393,Loan originated
1,925000.0,49,1055000.0,235.0,1,White,Female,35-44,88.476,Loan originated
1,425000.0,20%-<30%,525000.0,308.0,1,White,Female,35-44,80.0,Loan originated
1,605000.0,44,705000.0,230.0,1,Asian,Female,55-64,85.714,Loan originated
1,825000.0,46,1135000.0,266.0,1,White,Male,55-64,73.009,Loan originated
1,505000.0,30%-<36%,675000.0,165.0,1,White,Joint,35-44,75.0,Loan originated
1,475000.0,46,725000.0,122.0,1,White,Joint,55-64,65.278,Loan originated
1,575000.0,20%-<30%,715000.0,260.0,1,White,Joint,25-34,80.0,Loan originated
1,395000.0,20%-<30%,595000.0,218.0,1,White,Joint,45-54,66.387,Loan originated
1,675000.0,44,755000.0,341.0,1,White,Female,25-34,90.0,Loan originated
1,305000.0,48,375000.0,149.0,1,White,Male,55-64,80.0,Loan originated
1,555000.0,42,625000.0,134.0,1,White,Male,45-54,89.516,Loan originated
1,865000.0,30%-<36%,1085000.0,244.0,1,White,Male,35-44,80.0,Loan originated
1,475000.0,46,595000.0,124.0,1,White,Joint,25-34,80.0,Loan originated
1,755000.0,39,795000.0,216.0,1,Hispanic or Latino,Joint,35-44,95.0,Loan originated
1,795000.0,42,945000.0,211.0,1,White,Joint,25-34,85.0,Loan originated
1,645000.0,30%-<36%,805000.0,343.0,1,White,Joint,35-44,80.0,Loan originated
1,745000.0,43,825000.0,412.0,1,Hispanic or Latino,Male,25-34,90.0,Loan originated
1,445000.0,<20%,525000.0,591.0,1,Asian,Female,25-34,84.762,Loan originated
1,925000.0,44,1615000.0,299.0,1,White,Joint,35-44,84.112,Loan originated
1,315000.0,48,585000.0,65.0,1,White,Joint,35-44,53.608,Loan originated
1,635000.0,49,665000.0,152.0,1,White,Joint,35-44,95.0,Loan originated
1,685000.0,49,855000.0,134.0,1,White,Female,65-74,80.0,Loan originated
1,565000.0,36,715000.0,145.0,1,Hispanic or Latino,Joint,45-54,80.0,Loan originated
1,205000.0,20%-<30%,805000.0,114.0,1,White,Male,25-34,25.0,Loan originated
1,665000.0,30%-<36%,835000.0,206.0,1,White,Female,45-54,80.0,Loan originated
1,575000.0,44,715000.0,126.0,1,Hispanic or Latino,Male,45-54,80.0,Loan originated
1,735000.0,39,985000.0,201.0,1,White,Joint,25-34,74.619,Loan originated
1,605000.0,41,755000.0,144.0,1,White,Male,25-34,80.0,Loan originated
1,315000.0,45,385000.0,100.0,1,White,Female,65-74,80.0,Loan originated
1,565000.0,30%-<36%,595000.0,158.0,1,Hispanic or Latino,Male,25-34,95.0,Loan originated
1,555000.0,44,625000.0,182.0,1,White,Male,25-34,90.0,Loan originated
1,505000.0,44,705000.0,132.0,1,White,Joint,45-54,72.143,Loan originated
1,885000.0,42,985000.0,210.0,1,Asian,Joint,35-44,90.0,Loan originated
1,765000.0,30%-<36%,1225000.0,309.0,1,White,Joint,55-64,62.576,Loan originated
1,335000.0,46,355000.0,146.0,1,White,Female,65-74,95.0,Loan originated
1,635000.0,20%-<30%,785000.0,310.0,1,Asian,Joint,35-44,80.0,Loan originated
1,205000.0,20%-<30%,725000.0,144.0,1,White,Male,55-64,27.586,Loan originated
1,205000.0,43,245000.0,55.0,1,White,Joint,25-34,83.573,Loan originated
1,615000.0,42,1115000.0,147.0,1,White,Male,35-44,55.336,Loan originated
1,305000.0,49,375000.0,86.0,1,Hispanic or Latino,Female,25-34,80.0,Loan originated
1,435000.0,38,615000.0,115.0,1,White,Joint,25-34,70.0,Loan originated
1,425000.0,30%-<36%,735000.0,121.0,1,Hispanic or Latino,Female,55-64,57.51,Loan originated
1,565000.0,49,785000.0,117.0,1,Hispanic or Latino,Female,55-64,71.338,Loan originated
1,395000.0,40,435000.0,133.0,1,White,Male,35-44,91.86,Loan originated
1,715000.0,39,915000.0,194.0,1,White,Joint,65-74,78.07,Loan originated
1,145000.0,30%-<36%,435000.0,60.0,1,White,Joint,65-74,32.184,Loan originated
1,405000.0,30%-<36%,545000.0,190.0,1,White,Joint,65-74,72.86,Loan originated
1,585000.0,20%-<30%,825000.0,189.0,1,Hispanic or Latino,Male,65-74,70.913,Loan originated
1,305000.0,36,405000.0,83.0,1,Hispanic or Latino,Male,25-34,75.0,Loan originated
1,355000.0,40,555000.0,88.0,1,White,Female,25-34,63.964,Loan originated
1,245000.0,37,825000.0,111.0,1,White,Female,35-44,29.697,Loan originated
1,835000.0,46,925000.0,191.0,1,Hispanic or Latino,Female,45-54,89.995,Loan originated
1,235000.0,30%-<36%,255000.0,104.0,1,Hispanic or Latino,Male,45-54,95.0,Loan originated
1,375000.0,43,1225000.0,162.0,1,White,Joint,65-74,30.204,Loan originated
1,345000.0,20%-<30%,595000.0,119.0,1,White,Male,25-34,57.627,Loan originated
1,215000.0,20%-<30%,425000.0,101.0,1,White,Male,65-74,48.965,Loan originated
